Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
,0.554198757,-3.072786496,A,0,762,1.097584695,3.636018493,-2.131901322,2.866708346,14,X,1,Category1,Option4,13.21631607,14.16937251,No,,cat
24,0.511920609,-0.75908525,D,,875,1.216579387,1.257950318,0.032967606,3.979095794,5,Z,0,Category1,Option4,,7.975464708,Yes,Medium,dog
,0.594019728,-1.462575982,B,0,,0.133697046,0.72745612,0.979914689,,3,Z,0,Category1,Option1,,5.31499387,Yes,Medium,
21,0.201056529,-1.864708045,C,,625,1.734225853,6.725373271,0.641040463,4.099572523,1,X,1,Category1,Option3,10.32493115,9.351932601,Yes,High,cat
25,0.239283382,0.585362572,D,0,,1.632429135,5.690108202,-1.041391662,,1,X,1,Category1,Option3,10.53276022,5.221000734,Yes,High,dog
,0.056956272,0.327771725,B,,661,2.979119694,2.592440456,-1.237545844,,6,Z,1,Category2,Option2,,14.3196562,No,High,some other
60,0.025321538,-2.123887793,D,0,,0.121571772,10.4384649,0.544000084,3.953185703,1,Z,2,Category1,Option4,,8.488517588,Yes,Low,
,0.355450962,0.565443284,A,0,,1.868608818,,-2.058496726,3.1493582,5,X,1,Category1,Option4,,12.76366274,Yes,Low,cat
,0.746314547,1.061774036,B,,,0.077405452,5.290606544,-0.240669091,8.956366643,3,Y,1,Category2,Option4,,8.200529934,No,High,cat
,0.700111424,-0.456230624,,,918,2.141367128,1.731828164,-0.138361292,4.824652527,2,Z,1,Category1,Option3,9.249009055,5.858804562,Yes,Medium,dog
,0.665310769,-0.525507748,A,0,,0.867808474,2.995582353,-1.246076324,,8,Z,0,Category1,Option1,8.439208666,9.191629274,Yes,Low,dog
,0.021470407,0.2302065,,,412,2.935430401,3.506849756,-2.238571707,2.996470029,7,Y,0,Category1,Option4,,5.085729148,Yes,High,
,0.948520214,-0.326303421,C,0,,0.198516871,1.268957845,2.395039198,,4,Z,1,Category2,Option2,,5.521908621,Yes,High,dog
,0.340397466,0.539121105,B,0,979,1.478552926,4.626418917,0.125030329,,1,Y,0,Category1,Option1,,9.976457718,Yes,Medium,
13,0.434107473,1.182323082,C,0,,0.938715187,6.010888835,-0.239874017,2.848422828,6,Z,1,Category2,Option4,11.07236826,8.615319623,No,Medium,some other
71,0.801253266,1.218587855,B,0,321,1.110339907,1.716067526,-4.030964978,5.039920164,3,Y,2,Category1,Option2,,7.807619763,Yes,Medium,cat
,0.091529596,-0.405457936,A,0,0,0.500473162,1.699661408,-0.525218344,,4,Y,0,Category1,Option3,7.130252917,13.24559179,Yes,Medium,cat
24,0.176852586,-1.407292435,B,,23,0.197779919,1.048612879,0.217334026,,6,Y,0,Category1,Option3,11.10672704,10.08069636,Yes,Low,
79,0.325611953,1.091064198,A,,,5.75782504,5.15267062,-0.177341453,5.102629599,3,X,0,Category1,Option1,9.384338595,6.539434976,Yes,Low,
,0.843385865,-0.864393625,D,,,1.778554098,1.126033677,0.746870615,5.897392227,7,Y,0,Category1,Option4,11.76825409,11.49076379,Yes,Medium,cat
,0.685782273,-0.318419704,D,0,929,0.344304945,1.000399833,-0.259161514,,6,Z,2,Category1,Option1,10.73569667,5.660621874,Yes,High,dog
40,0.358394397,0.736213843,A,1,715,0.705078884,0.678471278,2.047708801,,1,Y,0,Category3,Option2,,13.28128911,Yes,Low,dog
54,0.933365795,-1.032107645,D,0,203,1.213095948,3.858359525,-0.858258906,6.103829135,2,Y,0,Category1,Option1,8.350912537,10.65631267,No,High,dog
,0.783701352,-0.492268095,A,,441,0.258600111,3.132897286,-0.9027843,,8,Y,2,Category1,Option4,8.897988202,5.845494964,Yes,Medium,dog
11,0.010447354,-0.616632315,D,,,0.357531005,7.110181686,-0.895633783,5.192488154,1,X,1,Category1,Option4,6.391129557,13.81812853,Yes,High,cat
,0.450290466,-0.616235945,,,195,2.388512519,3.483147767,-1.119176278,3.032036544,8,X,0,Category2,Option4,,9.51177383,Yes,Medium,dog
,0.425069681,-0.658916925,,0,,0.523068075,3.04832862,1.780614205,5.090557334,1,Y,1,Category3,Option2,9.949915832,10.26865997,No,Medium,cat
,0.23559993,-0.432453868,,,902,0.519317637,4.580125107,3.240298333,,19,X,2,Category1,Option1,13.59439425,12.19294401,No,Low,
95,0.281753463,1.378523804,B,0,446,4.009737007,1.247063834,-0.278676983,7.886709328,6,Y,0,Category3,Option3,,13.78402002,Yes,Low,
44,0.682846861,0.621729722,,,408,0.159456893,6.747580901,1.426898467,4.054852513,2,X,0,Category3,Option2,10.08363066,9.516034767,Yes,Medium,
,0.240448521,-0.220167535,B,,987,0.116245345,2.228233229,-1.57471909,4.885770628,8,Z,0,Category1,Option4,8.184690744,9.36836019,Yes,High,cat
24,0.740330549,-0.59793953,D,,,1.011933768,2.761216671,-0.414041268,,14,Z,0,Category1,Option2,10.96594258,9.322695372,Yes,Medium,
,0.469407006,1.68032451,,0,181,1.732575085,3.400610075,2.649727126,1.020841441,5,X,0,Category2,Option2,14.70784159,13.97236313,Yes,High,cat
82,0.079653393,-1.924099429,,0,477,0.614121833,3.371002858,1.083480804,,7,Y,0,Category1,Option3,7.629065019,12.40955487,Yes,Medium,cat
,0.406533206,-1.649842201,A,,,0.504301509,2.974239002,-1.136506707,,1,Y,1,Category1,Option4,,9.48123367,Yes,Medium,dog
,0.79151574,1.240308064,A,,526,1.607994333,0.572909504,0.408032953,,1,Z,0,Category1,Option3,7.336672012,12.3245667,Yes,Medium,
35,0.129257619,-0.169064832,,,,0.932600324,0.577814113,1.251509591,2.009239758,10,Y,0,Category1,Option4,,12.6280164,Yes,Medium,
,0.50268559,-1.965159182,D,,477,0.053985922,2.222280127,-1.461066134,7.148575845,3,X,1,Category1,Option3,9.9331749,11.94588527,Yes,High,
61,0.186318615,0.197967903,,,32,0.239753395,4.019360599,-2.099954284,9.976159976,1,Z,0,Category1,Option2,8.927576948,14.00497731,Yes,Low,cat
69,0.926358749,0.147936294,,0,181,1.650821641,1.235317169,-2.405774699,1.911549242,1,X,0,Category1,Option2,,11.99958145,Yes,Low,
,0.548503339,-0.856266879,,,,0.051667279,1.395200258,0.991116024,6.13970003,1,X,0,Category1,Option2,11.69941493,10.22881203,Yes,Medium,some other
43,0.165265417,0.045884304,,1,,0.71116956,4.16998043,-1.655397746,11.19799089,3,Y,0,Category1,Option1,11.42807294,12.58858476,Yes,Low,dog
32,0.559048073,-0.744970406,D,,,1.636972151,0.554991459,-1.114803143,4.090550617,3,Y,0,Category1,Option3,10.85250345,8.922015434,No,Low,cat
,0.958591335,0.180828051,,0,,4.130196995,4.307252144,-1.024941353,4.978539193,3,Z,0,Category3,Option1,,12.90257442,Yes,High,dog
84,0.829766045,-0.762999997,B,0,,0.18114964,1.587849646,0.892438497,,6,X,0,Category1,Option4,9.106419892,13.01167882,Yes,Low,
10,0.340106829,-0.188947391,C,0,715,4.862812501,2.203301228,-2.543057498,3.005423387,3,Z,0,Category2,Option4,8.996657569,5.908966786,No,Medium,dog
,0.743604625,-0.034773282,,,,1.208119294,5.688628757,-4.554012782,,1,Z,0,Category1,Option2,6.777357224,11.18264829,Yes,High,some other
37,0.686447624,-2.722341283,C,1,176,0.126331399,8.772928189,-1.265640767,3.006703426,9,Z,2,Category2,Option4,,5.177458894,No,High,dog
28,0.748265873,0.452645474,C,0,683,3.043100203,2.406953628,-2.453590635,,1,X,1,Category1,Option3,9.604850617,12.29605115,Yes,Low,cat
,0.48348471,0.250308297,D,0,,1.869501289,2.28211159,-2.182358057,3.720960505,6,Y,0,Category3,Option2,11.57478612,8.285545063,Yes,Low,cat
27,0.919017761,-1.439305005,B,0,104,1.141755839,2.641125329,0.532977218,,2,Z,0,Category1,Option4,8.224996094,6.421387069,Yes,High,cat
,0.372572271,-0.335028641,A,,128,2.125465963,3.650779985,0.386067025,7.049676299,1,X,0,Category2,Option1,8.735872456,12.98827147,Yes,Medium,some other
,0.962540096,-0.502618007,,,,2.227900551,4.245411428,1.348153886,6.019613896,19,X,2,Category1,Option2,,10.30511823,Yes,Medium,cat
,0.122426596,0.085642268,B,0,977,0.561075158,9.529838894,0.877169642,,2,Z,0,Category1,Option2,,10.84338771,Yes,High,
53,0.932485184,-0.80259632,A,,530,0.387361446,6.30544697,3.126499368,,5,Y,0,Category2,Option4,,14.36839656,No,Medium,
51,0.762296047,0.269163587,B,0,859,1.550432229,,-1.000910937,5.045176539,3,Z,2,Category1,Option1,,9.522652664,Yes,High,
,0.955203015,1.06473203,B,0,,0.647147461,9.377992759,0.37345282,3.997070077,2,X,0,Category2,Option4,9.260356012,7.719407498,No,Medium,
20,0.55363353,0.306311749,C,,621,2.639763152,5.50887944,2.839670251,,1,X,0,Category1,Option2,,10.45284853,Yes,Medium,
,0.936683031,-1.425617819,A,,,0.612242923,2.713698734,3.311243908,5.027855108,10,Y,1,Category1,Option3,,10.87858205,Yes,Medium,cat
,0.169610209,0.445645414,A,,,1.857045646,6.684677446,0.475412125,,1,Z,1,Category1,Option1,,6.628575607,Yes,Low,cat
67,0.029897267,1.549210366,A,,849,1.339866271,8.457580398,1.095804139,,1,X,1,Category1,Option4,,14.87054363,Yes,Medium,cat
,0.70066555,-2.030888788,D,0,79,0.511222046,9.434569241,0.358900749,4.944935613,3,X,0,Category1,Option2,9.399320137,9.978879629,No,Medium,
,0.863491142,-0.178475956,B,,,0.347753035,6.483909418,1.195529236,,2,Y,0,Category1,Option3,,12.97404928,Yes,High,cat
,0.986414784,-1.401911105,,,1141.328907,0.199801371,3.293883024,-0.612628831,3.962510473,1,Z,1,Category3,Option4,,14.63737406,Yes,Low,cat
,0.061471498,1.264136823,C,0,677,4.141185829,2.599481673,-0.799090209,4.020405633,11,X,1,Category1,Option3,9.207728852,10.52793266,Yes,Medium,
,0.353232461,0.211435816,,0,,0.602768905,5.560107365,0.132583696,,9,Z,0,Category2,Option1,9.972482609,14.50769343,Yes,Low,cat
23,0.444304668,-0.426432047,C,0,128,0.640226639,1.776767072,1.182473816,,1,Z,1,Category1,Option2,7.851455724,12.0801127,Yes,High,cat
,0.926224164,0.477256364,,0,709,0.366796227,12.95758188,-1.837182577,,1,X,0,Category2,Option3,,11.91741112,No,Low,cat
46,0.292938345,2.36498948,,0,,0.470694467,7.707234994,0.695001746,4.202260179,1,X,2,Category1,Option3,8.746280392,10.41195827,Yes,High,
90,0.688375718,-0.03542475,,,28,0.279123031,5.76280543,-0.061119801,7.02970044,1,Y,0,Category1,Option3,11.51553611,9.276401066,Yes,Low,
,0.219889162,-2.794074937,,,,0.177443707,2.168292035,-1.359541803,5.089518798,3,X,0,Category1,Option4,,7.190313181,Yes,Medium,cat
3,0.61272677,0.625944056,C,,,0.636592694,4.181661979,-0.859377991,2.920065054,1,Z,1,Category1,Option4,9.376146692,9.426070179,No,Medium,
31,0.113123371,-0.902075434,,0,801,2.92350886,2.728521699,6.891400738,,2,X,2,Category1,Option3,4.020367791,6.369558089,Yes,Medium,
9,0.75454666,0.606030832,B,0,,1.694223583,3.347798356,1.548563418,3.035607246,14,X,0,Category1,Option3,10.1969697,6.170185397,Yes,Low,dog
,0.04454943,-0.257514747,D,,,0.440716734,1.39310797,1.57302964,1.958765981,2,Z,0,Category2,Option4,,12.36306447,Yes,Low,cat
,0.998343187,-0.157825984,B,0,,0.34725822,2.097140793,-0.118605398,5.848617135,6,X,1,Category1,Option3,8.91813807,5.46748047,No,Low,cat
45,0.801405051,-0.256196412,A,,989,0.908783386,3.572866267,-0.167809991,,3,Y,0,Category2,Option4,9.968312935,14.66055392,Yes,Low,some other
71,0.612696653,-0.269842927,,,769,1.502531225,2.1099035,-2.217469727,,7,X,0,Category1,Option2,13.35301333,9.526299337,No,,cat
,0.768500424,-0.198200513,C,,,0.963418603,0.971721372,0.158450242,,2,Z,1,Category1,Option4,,10.085187,Yes,High,
61,0.003026498,-0.209982718,B,,,0.502709833,2.919400383,2.57628133,,3,Z,0,Category2,Option4,8.935405325,6.165494735,Yes,Medium,cat
,-0.359524925,-1.251604955,B,0,-245.7759531,0.396510643,1.267499277,-0.890733965,,11,Z,0,Category2,Option2,7.164109761,10.17295251,No,High,cat
97,0.593622148,-0.247411528,D,0,443,0.241253131,2.584152942,-1.38799332,,3,Z,1,Category1,Option2,,13.66710353,Yes,Medium,cat
,0.976201382,1.40514029,,,683,0.548818236,4.778169585,2.154894617,4.050619186,3,X,0,Category3,Option2,,12.59742211,Yes,Medium,dog
34,0.365863476,0.488189623,C,1,530,0.368414943,3.21464873,-1.042419328,,2,X,1,Category1,Option4,,5.052758894,Yes,High,cat
34,0.970491001,0.474196054,,0,600,0.622884795,1.524674028,1.80176712,4.94312107,2,Y,0,Category2,Option4,,5.736263983,No,,cat
,0.515549268,0.170527407,C,0,,0.574801655,2.235438478,-0.417872184,0.000682036,2,X,1,Category1,Option3,8.214577372,13.3805064,No,Low,cat
,0.069381636,-0.108756241,,,,0.201831131,0.78916995,-0.830934688,8.991115709,11,Y,0,Category1,Option2,,14.24656586,Yes,High,cat
5,0.252998313,1.212584711,,,-314.3822422,2.679546489,5.348326192,-0.098421998,3.081196974,2,Z,1,Category1,Option4,13.55474948,14.00760249,Yes,High,
36,0.822083417,-0.334683802,A,,954,1.44174588,1.66490476,0.325114825,7.989361615,7,Y,0,Category3,Option4,7.774704526,6.194955193,Yes,High,dog
0,0.8871345,0.401086693,,0,,0.23224215,3.331135931,2.103450485,,5,Y,2,Category1,Option2,9.13884456,6.026476739,Yes,Low,
,0.528835468,0.355046428,C,0,378,0.501801621,7.822791109,-0.781901404,10.9644517,4,X,0,Category2,Option3,,14.34911388,Yes,Low,
,0.444816438,-2.292995516,,,110,0.781665638,6.223416044,0.605632033,,2,Z,2,Category2,Option4,8.590986802,7.568968043,Yes,High,
,0.638091914,-1.494929431,,0,709,0.039819044,4.27166514,-0.031673045,5.080074295,1,Z,1,Category1,Option2,5.367183627,13.39680171,No,High,some other
,0.062409105,0.87346127,,0,518,0.187046957,1.578609287,1.233310341,5.109366587,6,X,1,Category1,Option3,11.92402415,13.86674253,No,Low,
80,0.941729413,0.963096244,A,,,0.291812655,2.006662297,-0.388123977,,9,Y,2,Category1,Option3,10.52338197,10.67776761,No,High,cat
62,0.239908373,1.396065518,,0,72,0.924194508,0.770841701,0.988859662,1.920690677,1,X,0,Category1,Option4,11.77835569,7.243035247,No,High,dog
,1.376591785,1.739413731,,1,-482.7716245,1.697631825,4.678051015,-0.988893113,,2,Y,0,Category2,Option1,,11.34582355,Yes,Medium,some other
,0.60354457,1.067773142,,1,,0.186267062,8.256635999,0.691730663,2.868142792,2,X,0,Category1,Option3,7.536533972,6.312663133,Yes,High,
1,0.721694504,-0.814458637,,0,764,0.829360596,,0.597667869,8.020204033,5,Z,1,Category1,Option1,12.24179495,6.933661645,Yes,Medium,cat
,0.224798868,-1.066743782,D,,-156.9714156,0.11608228,2.150094574,0.364163218,,2,Y,1,Category1,Option2,9.422510861,11.44529701,Yes,High,dog
,0.252685502,0.843071566,,,614,1.448636346,0.606504893,0.016694276,,1,Z,1,Category1,Option1,,11.24043208,No,High,cat
91,0.206923814,1.123201023,,0,22,0.088891937,4.966619388,0.572544976,7.12162422,9,X,1,Category3,Option2,10.06502844,5.203264072,Yes,High,some other
40,0.746231427,1.225117214,,,,1.545202162,2.813594978,0.016388782,3.007156463,7,Z,0,Category1,Option3,,9.881818865,Yes,High,cat
36,0.902311239,0.468160059,C,,1205.759945,0.756910801,2.317693172,-1.387642566,8.885255021,5,X,1,Category1,Option2,,12.10556956,No,,dog
,0.95604281,-0.637469766,,1,,0.670260523,5.731730441,-0.544839306,,4,Z,0,Category1,Option3,,11.56088776,Yes,Low,
25,0.197255995,0.911544533,,,,1.098589023,3.50843252,-2.184002269,4.884479174,3,Z,1,Category2,Option4,,6.772061638,Yes,Medium,cat
67,0.526469579,0.67898221,A,,,0.849485646,5.156090538,0.558017481,4.945971691,1,Y,0,Category1,Option4,,11.49695873,No,Medium,
,-0.381464978,-0.669344272,D,0,658.0937371,2.33450152,0.623333101,0.388673806,,8,X,0,Category1,Option4,,14.78512519,Yes,High,
,0.170672067,0.615024729,B,1,443,0.634473164,8.856464623,-0.268105494,4.969334819,3,Y,0,Category1,Option3,6.525021314,14.70047793,Yes,High,
,0.3859428,-1.873209214,,0,,0.051248576,4.34717757,0.043604543,,2,X,0,Category2,Option4,9.783486072,10.15404938,Yes,Low,
,0.779076254,0.806689555,C,0,,0.179258927,3.317421163,0.187699606,1.954601441,1,Z,0,Category1,Option2,11.64464535,6.186081205,Yes,Low,dog
,0.30015538,-0.625096716,,0,508,0.764824467,3.503906709,0.192007202,,1,X,0,Category2,Option1,10.1110581,8.395990017,No,Low,
,0.344198127,1.508515379,A,,34,0.968543038,2.043667984,-0.399060263,,1,Y,0,Category1,Option2,,14.81309679,Yes,High,cat
93,0.204121249,1.810372941,D,0,,1.971381285,10.33077407,-0.053170226,,8,Y,1,Category2,Option3,10.3613646,5.490788105,Yes,Medium,cat
,0.758549113,-0.838730378,A,0,,0.067817234,2.317410752,1.692348444,,6,Z,0,Category1,Option2,,9.974569108,Yes,Medium,cat
,0.239479195,-2.734642875,,0,692,0.262050333,6.59258632,0.122943657,0.02749371,10,Y,0,Category1,Option1,10.77288866,12.35711376,Yes,Medium,cat
,0.270840184,-1.816652968,B,1,,0.358846138,1.672468398,0.383776727,,8,Y,0,Category1,Option3,10.99722071,7.602917139,No,Low,cat
,0.490879649,-0.882528126,A,,,1.853204448,1.892054834,1.247350589,5.890797787,10,Z,0,Category1,Option2,,11.36174799,No,Medium,
,0.191790716,-1.24268371,C,,,0.20234246,1.121824609,-1.104167498,3.95551888,2,Z,0,Category1,Option3,,9.417124681,Yes,Low,dog
,0.229624854,0.81919221,D,0,,0.706472975,4.249812681,0.503628513,3.237552899,2,Z,2,Category1,Option1,9.840627756,11.19968537,Yes,Low,dog
,0.926228336,0.431614783,B,0,,0.738319121,8.083361359,0.105381098,,11,Z,0,Category1,Option1,8.345297612,10.86167542,No,High,dog
85,0.802081287,0.004684534,A,0,,0.856281753,4.084548501,0.046394967,6.990571825,15,Y,1,Category1,Option4,,7.741851914,Yes,Low,cat
39,0.26861174,1.570146242,D,0,129,0.179569173,2.040817538,-0.469652558,4.901628172,3,Z,1,Category2,Option2,7.779326372,11.00220616,Yes,High,
,0.980878414,-0.222289496,,,50.80789264,1.761561725,1.274039292,3.701301965,,1,X,0,Category1,Option1,,14.30645928,Yes,High,
75,0.364253708,-0.242048633,,0,,0.877140645,5.250708185,-0.611832554,,8,Z,1,Category1,Option3,9.954473944,8.594827514,Yes,High,dog
22,0.425025621,-0.980583151,A,0,823,1.025756998,2.18156512,1.808726619,,6,X,0,Category1,Option4,11.3141269,8.465111609,Yes,High,cat
,0.705859398,0.025170958,,,253,0.282433562,2.563897108,-0.79338457,,3,Y,0,Category1,Option3,,10.50141515,Yes,Medium,cat
,0.805457709,-0.309652341,B,0,162,0.083520364,3.004694319,-0.62935248,,11,Y,2,Category1,Option1,,9.490072591,Yes,Medium,some other
,0.263552946,1.435332166,B,1,,1.114896975,2.190174817,-0.834306109,,5,Y,1,Category3,Option2,6.65979807,14.4990478,Yes,High,cat
,0.173752577,-0.806545324,B,,,1.40527289,7.334879271,2.964987658,,2,X,0,Category2,Option1,11.22547244,5.874570475,No,Medium,dog
18,0.439899048,-0.195109855,,0,183,1.072623013,1.089918703,1.116669502,,7,Y,0,Category2,Option1,,11.91813105,Yes,Medium,cat
,0.251599305,0.461322739,B,0,,1.211465214,3.035620919,0.416704911,,7,X,0,Category2,Option2,7.384287385,11.99008173,Yes,Medium,cat
43,0.803845362,-1.969858452,A,,,0.042238835,2.561357002,-0.422959229,,4,X,0,Category1,Option4,,5.553009154,Yes,Medium,
,0.168912879,-0.614078679,D,0,549,0.198130131,0.758166756,2.637369035,,1,Y,0,Category1,Option3,7.975707641,12.15460488,Yes,Medium,cat
,0.326775576,-0.841099517,,,,0.85699552,2.898898821,0.185754682,2.092466343,2,Z,0,Category1,Option4,10.21280551,5.545461012,Yes,,
,0.193199637,0.785509151,A,,626,1.070019044,0.8231007,-0.068181453,,7,Z,0,Category1,Option1,11.65708044,12.55951165,Yes,Medium,some other
93,0.033144245,-1.415014005,D,,961,0.23381485,3.127242559,1.476605681,,2,Y,1,Category2,Option4,,13.90100145,No,Medium,
,0.771770037,-0.513321949,A,,368.5574943,1.048872003,0.559970641,-2.225755149,,3,Z,0,Category1,Option2,11.11144914,12.45413427,Yes,Medium,dog
,0.7800338,-0.846336023,D,,,0.01381389,1.599963438,-1.933100041,,4,Z,1,Category2,Option3,8.791338098,8.718057587,Yes,Medium,cat
73,0.817728249,-0.370436119,,0,,0.126887489,3.289147908,-2.659669203,,4,X,0,Category1,Option3,8.759512039,12.97018442,Yes,Low,some other
,0.688469874,0.384378974,,,,0.043773109,0.746249968,0.491709807,,3,Y,0,Category1,Option1,7.322403104,8.727419879,Yes,High,some other
,0.76280279,0.703939891,C,0,,1.923140912,2.582240381,3.553418071,6.922267293,1,Y,0,Category1,Option1,7.297937829,9.288619254,Yes,Low,cat
,0.443565225,-0.429247568,,0,562,1.11632932,2.320411076,-0.510697506,7.929849222,2,X,1,Category3,Option2,10.97681411,14.66727549,Yes,High,
,0.114305049,-0.159103249,,1,,6.36146396,0.872883955,-0.159378098,3.993187165,6,Z,1,Category2,Option1,10.98169619,14.01796938,Yes,Low,dog
,0.272063878,-1.614908254,D,,521,1.958589425,2.430401471,2.276499037,,43,Z,0,Category1,Option1,7.329817932,6.625299332,Yes,High,
,0.560735823,-0.886625396,D,,965,0.682017188,3.945820773,-0.316264435,1.999218133,4,Z,2,Category1,Option1,12.20821054,9.716127876,Yes,High,some other
58,0.929880623,-1.307833881,,0,361,2.149877736,1.954863325,-0.445670517,6.190879972,3,Y,0,Category1,Option2,13.1936668,13.84915023,Yes,Low,
0,0.679962237,0.090359015,,,,0.097060015,3.685761228,2.076991872,,5,Z,1,Category3,Option2,10.13540213,9.521102279,Yes,Medium,
,1.168346579,0.988511226,D,,-177.3185757,1.973657383,1.484458689,-1.900573103,,1,X,0,Category1,Option2,,8.295766532,Yes,Low,some other
63,0.464544906,0.16289708,,0,,1.091142661,8.581495407,2.664401847,8.958291942,10,X,0,Category1,Option3,10.6381239,10.97073475,Yes,Low,
16,0.837400859,0.063279858,D,,,0.7911868,1.865696702,-0.71381226,11.10369039,12,Y,0,Category1,Option4,7.950548565,13.89590128,Yes,Low,dog
,0.096770418,-0.429026499,,,,0.997563318,2.927921624,0.287229364,,1,Y,1,Category1,Option2,,11.30282677,Yes,Low,cat
,0.079159648,0.39079006,D,0,822,0.660375992,1.545716573,0.978243858,2.115621776,8,Y,0,Category1,Option2,10.58114119,14.52582939,Yes,Low,
24,0.937487786,0.250661816,,0,,0.231703916,2.364365064,-1.096133583,2.880505546,5,Z,1,Category2,Option2,,12.54544755,Yes,Low,some other
